scenario,seed,dataset,detector_profile,status,tp,fp,tn,fn,precision,recall,f1,roc_auc
timing-attack,24,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,25,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,26,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,27,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,28,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
timing-attack,29,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,0,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,1,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,2,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,3,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,4,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,5,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,6,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,7,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,8,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,9,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,10,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,11,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,12,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,13,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,14,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,15,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,16,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,17,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,18,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,19,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,20,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,21,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,22,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,23,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,24,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,25,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,26,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,27,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,28,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gps-drift,29,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,0,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,1,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,2,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,3,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,4,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,5,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,6,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,7,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,8,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,9,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,10,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,11,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,12,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,13,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,14,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,15,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,16,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,17,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,18,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,19,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,20,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,21,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,22,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,23,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,24,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,25,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,26,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,27,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,28,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
sensor-noise,29,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,0,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,1,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,2,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,3,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,4,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,5,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,6,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,7,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,8,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,9,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,10,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,11,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,12,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,13,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,14,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,15,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,16,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,17,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
gradual-poisoning,18,TODO_DATASET,TODO_DETECTOR_PROFILE,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: count from labeled detections,TODO: derive from TP/FP,TODO: derive from TP/FN,TODO: derive from precision/recall,TODO: compute from scores and labels
